src;dst;capacity_mbps;delay_ms;r_link
83;150;561;9;0.9895
83;152;958;9;0.9738
83;159;887;3;0.9971
83;160;916;11;0.9709
83;162;378;4;0.965
83;164;455;4;0.9509
83;166;326;4;0.986
83;167;207;15;0.962
83;168;652;15;0.9837
83;170;975;13;0.9685
83;171;487;9;0.986
83;172;561;9;0.985
83;173;284;11;0.9756
83;175;748;14;0.9908
83;177;540;14;0.987
83;180;876;8;0.9783
83;181;104;11;0.9527
83;193;553;7;0.9581
83;194;458;12;0.987
83;195;259;14;0.9808
83;197;399;14;0.9507
83;200;877;10;0.9667
83;201;345;7;0.9914
83;202;666;4;0.9797
83;203;447;15;0.9664
83;204;976;4;0.9957
83;209;544;13;0.9776
83;210;143;14;0.9692
83;211;604;14;0.9723
83;213;522;14;0.9522
83;214;808;10;0.9787
83;215;424;7;0.9801
83;218;695;4;0.9705
83;219;515;5;0.9936
83;224;377;8;0.9782
83;226;832;11;0.9959
83;231;549;10;0.9595
83;232;658;12;0.9938
83;237;715;8;0.9701
83;242;807;11;0.9966
83;243;670;6;0.9909
83;244;887;4;0.9657
83;247;525;4;0.9813
84;87;844;15;0.9972
84;88;525;11;0.9693
84;89;815;5;0.9648
84;90;537;12;0.9587
84;91;100;11;0.9809
84;92;518;12;0.9625
84;99;509;12;0.9705
84;100;303;7;0.9645
84;101;583;4;0.9581
84;104;898;15;0.9588
84;107;172;8;0.9629
84;109;511;15;0.955
84;111;314;9;0.9978
84;114;190;4;0.9626
84;115;563;14;0.9565
84;118;794;13;0.9503
84;119;330;8;0.9714
84;121;749;3;0.9802
84;126;287;13;0.9676
84;130;811;5;0.9848
84;131;692;14;0.9982
84;132;830;14;0.9652
84;134;577;8;0.9818
84;136;790;15;0.9736
84;138;943;4;0.9923
84;141;482;9;0.9806
84;144;192;6;0.9538
84;148;242;5;0.9522
84;149;523;4;0.9914
84;150;818;10;0.9624
84;152;137;9;0.973
84;154;812;4;0.9736
84;155;769;10;0.9528
84;156;210;11;0.9593
84;158;910;13;0.9516
84;163;619;10;0.9938
84;167;298;8;0.9606
84;170;537;4;0.9612
84;173;424;15;0.9973
84;178;317;13;0.9974
84;183;860;12;0.9831
84;184;120;9;0.9882
84;186;948;13;0.972
84;189;578;10;0.9832
84;195;163;3;0.9934
84;197;548;8;0.9674
84;200;491;10;0.9927
84;201;738;8;0.9965
84;202;982;12;0.9878
84;204;916;5;0.9808
84;205;594;7;0.9824
84;206;285;7;0.9896
84;207;477;11;0.966
84;210;384;12;0.9947
84;211;960;13;0.9855
84;212;627;5;0.9961
84;215;421;13;0.968
84;220;242;3;0.9769
84;223;157;14;0.9867
84;224;215;10;0.9652
84;226;847;13;0.9829
84;227;339;5;0.9696
84;229;273;3;0.9523
84;232;684;8;0.9963
84;236;476;11;0.9531
84;239;578;5;0.9603
84;242;999;12;0.9518
84;243;201;12;0.9929
84;244;272;4;0.9937
84;249;907;5;0.9651
85;88;222;6;0.9581
85;89;803;3;0.9833
85;95;347;4;0.9666
85;96;544;15;0.99
85;101;852;3;0.9781
85;102;372;15;0.9642
85;104;517;5;0.9904
85;105;438;6;0.9787
85;108;407;11;0.9661
85;110;832;8;0.9732
85;112;1000;14;0.9513
85;113;547;13;0.9535
85;115;694;9;0.98
85;116;997;9;0.9903
85;120;636;11;0.9605
85;124;635;13;0.9565
85;125;909;3;0.99
85;131;886;12;0.9834
85;135;819;12;0.9676
85;137;223;7;0.9541
85;138;170;5;0.9762
85;140;296;6;0.9828
85;142;781;14;0.9734
85;148;912;6;0.9956
85;150;655;3;0.9982
85;158;466;8;0.9864
85;161;505;6;0.999
85;165;367;15;0.9726
85;168;304;11;0.9906
85;173;280;7;0.9627
85;176;819;6;0.9825
85;179;390;13;0.9885
85;180;366;7;0.9723
85;182;126;5;0.9842
85;187;592;15;0.9839
85;188;213;7;0.9853
85;190;981;4;0.9742
85;191;645;13;0.954
85;193;395;8;0.9766
85;196;932;7;0.9925
85;199;510;14;0.9641
85;200;906;13;0.9718
85;203;387;8;0.9754
85;204;321;3;0.9898
85;209;904;14;0.99
85;212;469;4;0.954
85;215;633;13;0.9506
85;217;159;7;0.9961
85;219;226;4;0.9864
85;222;167;12;0.9723
85;223;897;6;0.9578
85;225;478;12;0.9777
85;226;159;7;0.9637
85;228;569;3;0.9903
85;229;250;7;0.9894
85;230;361;5;0.9617
85;232;383;14;0.9981
85;233;870;7;0.9938
85;236;353;8;0.9609
85;238;652;4;0.9865
85;239;858;10;0.9621
86;88;769;8;0.9845
86;89;198;13;0.9893
86;92;191;10;0.9883
86;95;329;7;0.9742
86;98;751;3;0.9623
86;105;955;9;0.9913
86;112;945;7;0.9963
86;113;282;6;0.9555
86;114;745;12;0.9716
86;116;822;3;0.9925
86;117;842;15;0.9602
86;122;295;13;0.9824
86;123;734;10;0.9626
86;124;222;5;0.9862
86;125;808;12;0.9585
86;126;157;7;0.983
86;130;222;10;0.987
86;137;678;3;0.9688
86;140;282;15;0.9778
86;141;597;6;0.9766
86;149;314;6;0.9986
86;151;620;5;0.9516
86;152;630;10;0.9835
86;154;283;8;0.9531
86;156;337;8;0.9893
86;158;980;4;0.9526
86;161;241;4;0.9987
86;168;667;6;0.9688
86;171;386;13;0.9968
86;173;469;15;0.9854
86;174;500;10;0.9741
86;178;407;13;0.9623
86;179;200;15;0.9644
86;180;364;12;0.9579
86;181;150;8;0.9834
86;183;587;3;0.9546
86;184;739;4;0.9872
86;192;882;6;0.9873
86;193;299;14;0.9623
86;197;205;9;0.9525
86;198;894;6;0.9636
86;199;797;14;0.9921
86;203;904;5;0.959
86;204;517;9;0.9841
86;205;235;8;0.9774
86;208;943;9;0.9831
86;212;203;10;0.9766
86;215;480;10;0.9775
86;217;750;3;0.9937
86;220;389;7;0.9873
86;225;473;3;0.9757
86;226;684;11;0.9582
86;227;994;5;0.9989
86;238;563;3;0.9649
86;239;195;8;0.9961
86;240;777;9;0.981
86;241;865;4;0.9969
86;244;485;12;0.9537
86;246;649;7;0.994
86;248;360;7;0.9544
86;249;238;4;0.9791
87;90;996;14;0.954
87;93;276;10;0.9614
87;97;369;5;0.9631
87;98;669;9;0.961
87;99;985;11;0.9547
87;100;651;9;0.955
87;102;988;11;0.9736
87;104;300;5;0.9735
87;108;705;7;0.9757
87;110;844;11;0.955
87;111;517;3;0.9715
87;112;761;13;0.9816
87;119;990;10;0.9968
87;130;265;7;0.9731
87;131;954;11;0.9586
87;132;216;7;0.9949
87;133;540;11;0.9623
87;134;529;5;0.9564
87;135;248;9;0.9783
87;136;180;15;0.9658
87;137;151;14;0.9583
87;139;926;8;0.9632
87;141;390;7;0.9661
87;142;469;6;0.958
87;144;110;10;0.9802
87;146;548;9;0.9901
87;148;792;14;0.9671
87;150;462;4;0.9721
87;153;436;12;0.9676
87;154;835;4;0.9733
87;160;657;10;0.9941
87;163;612;3;0.9541
87;170;138;7;0.9847
87;173;805;9;0.9582
87;175;711;7;0.9814
87;179;732;9;0.9618
87;180;843;5;0.976
87;182;647;9;0.9693
87;184;745;6;0.9702
87;185;840;3;0.9869
87;189;586;9;0.9777
87;192;518;9;0.9574
87;193;874;10;0.9855
87;194;166;10;0.9623
87;199;913;5;0.9936
87;200;916;5;0.9941
87;203;179;11;0.9657
87;204;688;11;0.9804
87;205;670;7;0.9576
87;208;809;5;0.9509
87;210;738;15;0.9573
87;211;597;4;0.9651
87;212;583;12;0.9959
87;214;808;4;0.9918
87;220;681;8;0.9619
87;222;884;14;0.9545
87;226;961;9;0.9889
87;228;249;11;0.9901
87;229;318;3;0.9748
87;230;476;7;0.9842
87;231;872;11;0.9941
87;233;333;5;0.9851
87;234;771;15;0.9555
87;238;243;6;0.9765
87;239;400;3;0.9949
87;240;439;4;0.9509
87;243;192;4;0.9833
88;90;415;12;0.9768
88;92;501;13;0.9963
88;93;877;7;0.9724
88;95;792;10;0.9629
88;97;485;6;0.9733
88;101;339;13;0.9857
88;105;436;4;0.9566
88;109;285;7;0.9736
88;110;638;10;0.9628
88;111;476;8;0.9681
88;116;523;8;0.9752
88;117;840;10;0.9805
88;121;714;15;0.969
88;124;686;4;0.9616
88;126;346;6;0.9987
88;127;119;5;0.9538
88;132;922;13;0.9677
88;134;757;7;0.9623
88;135;894;13;0.9792
88;143;207;6;0.9751
88;144;636;7;0.9838
88;145;892;4;0.9843
88;146;505;14;0.9932
88;147;418;10;0.9522
88;150;638;12;0.9717
88;156;286;5;0.9927
88;159;281;13;0.9737
88;167;131;13;0.9972
88;170;672;9;0.9946
88;171;645;12;0.9581
88;175;718;13;0.9678
88;176;101;4;0.9987
88;177;799;13;0.9902
88;181;530;6;0.9689
88;183;573;12;0.9843
88;184;203;7;0.9783
88;186;953;11;0.9665
88;187;249;14;0.9839
88;188;798;4;0.959
88;191;380;8;0.9555
88;193;643;11;0.9822
88;197;165;13;0.9574
88;199;136;4;0.9732
88;201;382;10;0.9598
88;204;797;6;0.9676
88;209;827;3;0.9669
88;210;255;11;0.9526
88;211;785;10;0.9529
88;212;387;7;0.9798
88;215;665;8;0.9581
88;217;306;13;0.9513
88;220;412;12;0.9554
88;225;378;4;0.9835
88;227;889;9;0.9515
88;230;146;14;0.9752
88;231;556;3;0.9911
88;232;486;11;0.9522
88;236;536;12;0.9663
88;237;587;7;0.9841
88;238;263;3;0.9678
88;241;345;14;0.9932
88;242;386;10;0.9742
88;244;252;9;0.9859
88;248;450;12;0.9979
88;249;996;5;0.9604
89;90;668;4;0.9727
89;94;487;10;0.9508
89;95;135;14;0.9625
89;96;140;12;0.9907
89;103;933;3;0.9639
89;109;641;10;0.95
89;110;150;14;0.9559
89;111;316;8;0.9735
89;112;426;10;0.9851
89;116;431;5;0.9788
89;117;171;7;0.9924
89;118;701;14;0.9777
89;121;462;11;0.9925
89;122;815;9;0.9957
89;126;424;9;0.978
89;128;213;6;0.9734
89;130;552;12;0.9778
89;133;302;9;0.9505
89;134;897;3;0.9832
89;143;881;12;0.9801
89;144;129;8;0.975
89;146;831;5;0.9802
89;147;495;3;0.9717
89;149;107;4;0.995
89;150;148;15;0.9551
89;151;553;10;0.9756
89;152;573;7;0.9691
89;154;235;6;0.9672
89;156;426;9;0.9537
89;167;522;12;0.9514
89;171;886;8;0.9637
89;173;728;14;0.9517
89;174;928;11;0.9906
89;175;574;15;0.9826
89;179;343;12;0.9975
89;180;901;5;0.9598
89;181;978;7;0.9799
89;182;527;12;0.9543
89;183;163;5;0.9979
89;184;404;3;0.9877
89;188;154;7;0.9758
89;195;522;5;0.9717
89;202;828;6;0.9526
89;204;371;3;0.9829
89;205;428;12;0.9819
89;207;703;10;0.9502
89;209;344;4;0.9547
89;212;913;10;0.9965
89;214;832;6;0.9891
89;215;535;11;0.9702
89;216;863;6;0.9657
89;220;364;6;0.9948
89;221;441;5;0.988
89;223;548;12;0.997
89;225;845;8;0.9804
89;226;624;6;0.9643
89;227;934;12;0.985
89;229;625;9;0.9788
89;233;389;3;0.9644
89;236;677;11;0.9597
89;239;323;12;0.9851
89;247;850;14;0.9854
90;96;655;13;0.9715
90;107;965;7;0.9681
90;109;456;11;0.984
90;112;712;3;0.9832
90;114;562;10;0.9911
90;117;259;13;0.9591
90;118;234;10;0.9581
90;120;739;14;0.9633
90;124;901;6;0.9501
90;125;380;7;0.9866
90;128;742;10;0.9541
90;133;962;5;0.9573
90;136;716;9;0.9526
90;140;674;13;0.9943
90;142;518;9;0.9521
90;145;990;13;0.9562
90;147;338;8;0.9631
90;155;327;11;0.9847
90;161;578;3;0.9767
90;163;130;14;0.9517
90;167;859;11;0.9932
90;168;978;15;0.9987
90;169;237;8;0.9926
90;171;374;10;0.9852
90;172;537;15;0.9796
90;173;733;14;0.9838
90;176;750;9;0.9684
90;177;756;13;0.9928
90;178;729;4;0.9727
90;182;864;14;0.9782
90;183;801;7;0.9586
90;187;469;12;0.9805
90;189;319;7;0.995
90;190;321;9;0.9889
90;192;650;7;0.9921
90;193;906;7;0.955
90;199;944;11;0.9881
90;206;774;8;0.9684
90;208;637;11;0.9619
90;209;750;3;0.9807
90;213;223;3;0.956
90;218;210;13;0.9675
90;220;704;4;0.9753
90;223;955;15;0.9756
90;224;525;13;0.9857
90;227;646;13;0.9575
90;228;776;6;0.9567
90;231;445;11;0.9746
90;232;836;12;0.96
90;234;377;6;0.9731
90;238;597;13;0.9552
90;239;284;14;0.9671
90;242;919;7;0.9913
90;243;636;15;0.9532
90;245;427;9;0.9834
90;246;168;3;0.973
90;248;351;15;0.9768
91;92;177;5;0.955
91;94;171;5;0.9771
91;97;758;4;0.9845
91;100;588;11;0.9536
91;102;320;4;0.956
91;106;597;3;0.96
91;111;183;6;0.9686
91;112;577;8;0.9673
91;114;821;6;0.983
91;115;514;5;0.981
91;119;319;4;0.9756
91;120;149;6;0.991
91;129;288;11;0.9983
91;131;758;9;0.9621
91;132;318;12;0.954
91;135;268;3;0.958
91;145;574;4;0.9561
91;146;587;8;0.9511
91;150;569;15;0.9538
91;151;548;4;0.9927
91;155;666;11;0.9582
91;156;232;11;0.9713
91;158;809;14;0.9952
91;160;866;10;0.9577
91;162;485;13;0.9712
91;169;416;15;0.9759
91;170;597;14;0.9792
91;171;314;12;0.9673
91;172;759;4;0.9739
91;174;383;7;0.9814
91;179;201;10;0.9933
91;181;632;12;0.9812
91;183;733;13;0.9934
91;185;994;7;0.9791
91;186;485;10;0.9942
91;190;619;10;0.9695
91;193;654;5;0.9736
91;196;596;8;0.9631
91;199;629;6;0.9554
91;200;631;14;0.9722
91;202;705;6;0.9846
91;203;600;8;0.9981
91;204;597;15;0.9903
91;207;861;3;0.9918
91;209;565;5;0.962
91;210;176;3;0.9555
91;213;729;11;0.9663
91;215;886;10;0.9618
91;219;483;15;0.9797
91;226;350;14;0.979
91;230;215;12;0.9705
91;231;248;8;0.9605
91;232;184;14;0.9938
91;235;993;8;0.9657
91;237;454;4;0.9956
91;239;577;9;0.9667
91;241;765;14;0.9902
91;244;230;3;0.984
91;245;398;12;0.9922
91;246;246;3;0.9553
91;247;471;7;0.9616
91;248;908;15;0.9919
91;249;549;6;0.9705
92;94;454;4;0.9696
92;95;140;9;0.9592
92;96;885;9;0.9962
92;98;890;3;0.9653
92;102;905;3;0.984
92;103;969;11;0.9576
92;108;688;6;0.9908
92;111;366;4;0.9636
92;112;257;7;0.9947
92;115;659;10;0.9828
92;116;349;11;0.9649
92;118;333;15;0.9851
92;119;889;13;0.9951
92;122;689;5;0.9557
92;123;788;3;0.9952
92;124;361;12;0.9934
92;125;433;10;0.9922
92;128;150;9;0.9665
92;133;981;5;0.9695
92;136;901;11;0.9561
92;138;289;12;0.9956
92;142;904;5;0.9858
92;145;604;10;0.9829
92;146;434;4;0.9772
92;147;754;7;0.9501
92;149;232;15;0.9829
92;150;188;13;0.9913
92;157;662;11;0.9837
92;159;645;3;0.965
92;162;421;10;0.9964
92;167;426;5;0.9846
92;168;708;8;0.9854
92;171;365;15;0.9665
92;172;865;11;0.9656
92;173;551;14;0.9578
92;174;198;9;0.9752
92;181;214;12;0.9686
92;186;411;14;0.9879
92;192;210;3;0.9885
92;195;825;13;0.9957
92;201;512;8;0.9746
92;202;952;11;0.9713
92;203;982;7;0.9971
92;206;833;9;0.9544
92;217;168;7;0.9627
92;219;322;13;0.9563
92;224;264;5;0.9509
92;225;511;8;0.973
92;234;822;8;0.9836
92;239;131;10;0.9898
92;240;373;6;0.9575
92;241;329;11;0.9831
92;243;911;4;0.9955
92;249;816;4;0.9787
93;97;769;9;0.9831
93;99;600;13;0.9692
93;102;523;12;0.9942
93;106;545;5;0.9775
93;107;292;10;0.9532
93;108;161;12;0.9555
93;112;223;8;0.9897
93;116;174;5;0.9567
93;126;886;9;0.9651
93;127;613;7;0.9678
93;131;729;11;0.9746
93;133;963;5;0.9538
93;135;929;5;0.9895
93;143;156;15;0.9554
93;145;937;4;0.9588
93;147;267;12;0.9915
93;148;124;3;0.9693
93;150;872;14;0.9743
93;155;837;8;0.9844
93;157;249;5;0.9525
93;158;922;4;0.9901
93;160;423;7;0.9936
93;161;331;12;0.9729
93;167;836;11;0.9915
93;168;238;11;0.9655
93;170;156;13;0.9567
93;172;989;3;0.9798
93;173;599;11;0.9755
93;174;877;15;0.9913
93;178;164;8;0.9639
93;181;944;3;0.9647
93;186;134;5;0.9548
93;187;634;12;0.96
93;196;766;4;0.9718
93;199;680;11;0.9562
93;203;411;10;0.9728
93;205;719;4;0.9986
93;206;160;14;0.9951
93;208;744;4;0.9563
93;209;964;5;0.9887
93;210;904;10;0.9956
93;212;296;9;0.9777
93;213;221;15;0.9506
93;215;960;14;0.9906
93;222;889;7;0.9535
93;223;804;5;0.952
93;225;784;6;0.9956
93;227;858;10;0.9718
93;228;743;10;0.9741
93;229;861;6;0.9726
93;232;128;14;0.9598
93;233;212;4;0.9705
93;238;265;4;0.9782
93;243;679;10;0.9542
93;246;552;3;0.9673
93;249;137;11;0.9782
94;96;449;12;0.9699
94;97;635;12;0.9518
94;102;743;6;0.965
94;113;576;7;0.978
94;115;730;15;0.9513
94;121;372;13;0.9644
94;122;135;8;0.9636
94;125;567;15;0.9874
94;128;172;15;0.979
94;129;763;13;0.9608
94;131;302;12;0.9885
94;137;154;9;0.9726
94;141;975;12;0.9813
94;152;863;5;0.9989
94;153;368;4;0.9756
94;154;513;12;0.9873
94;157;272;12;0.954
94;163;775;14;0.9558
94;164;986;15;0.9878
94;169;114;11;0.9866
94;173;497;14;0.9841
94;175;177;4;0.9756
94;179;710;6;0.9618
94;180;621;6;0.9601
94;181;269;3;0.9562
94;182;206;4;0.9636
94;183;349;3;0.9792
94;184;971;12;0.9563
94;185;663;15;0.9587
94;187;862;15;0.9529
94;192;438;7;0.9544
94;194;978;9;0.9979
94;196;433;15;0.9827
94;197;839;14;0.9649
94;201;204;14;0.9783
94;203;857;9;0.9869
94;204;448;7;0.9629
94;208;973;5;0.9533
94;211;372;12;0.9658
94;213;170;15;0.9968
94;224;624;15;0.9731
94;225;538;10;0.9574
94;226;213;13;0.9589
94;228;265;11;0.9905
94;229;349;14;0.9584
94;230;603;8;0.9773
94;231;550;14;0.9543
94;234;570;14;0.9789
94;236;719;14;0.9937
94;238;821;11;0.9855
94;239;314;5;0.9537
94;240;810;10;0.9936
94;243;337;4;0.9692
94;245;984;7;0.9572
94;246;535;10;0.9656
94;248;447;10;0.9559
95;96;119;4;0.9788
95;97;496;13;0.9686
95;100;100;14;0.9845
95;103;795;12;0.966
95;105;634;12;0.952
95;108;782;11;0.9859
95;111;581;7;0.9604
95;112;532;6;0.9949
95;113;181;10;0.958
95;114;167;8;0.9601
95;117;807;7;0.9632
95;120;182;12;0.9907
95;122;890;3;0.994
95;124;780;14;0.9602
95;125;688;5;0.9902
95;127;313;8;0.9875
95;128;459;7;0.9974
95;133;554;9;0.9804
95;134;640;5;0.9948
95;136;673;5;0.9624
95;142;840;15;0.9916
95;143;961;11;0.9704
95;147;466;9;0.9979
95;148;524;11;0.9906
95;149;742;6;0.9716
95;150;746;3;0.9827
95;154;254;7;0.9537
95;157;505;4;0.9961
95;158;915;11;0.9647
95;160;298;6;0.9899
95;161;837;12;0.979
95;162;570;15;0.983
95;165;895;14;0.9571
95;170;879;4;0.9545
95;174;371;8;0.9619
95;176;877;7;0.9812
95;177;862;13;0.9803
95;179;704;13;0.9832
95;180;476;15;0.9922
95;183;587;12;0.9702
95;187;852;11;0.9677
95;189;834;14;0.9965
95;192;479;5;0.9664
95;194;742;5;0.9739
95;195;982;7;0.9712
95;196;380;5;0.9682
95;198;994;12;0.9732
95;202;582;4;0.9679
95;207;137;7;0.9836
95;216;905;3;0.9665
95;221;558;10;0.9837
95;223;566;13;0.9742
95;229;145;14;0.9826
95;230;735;14;0.9864
95;231;450;15;0.9674
95;233;157;4;0.9507
95;235;993;3;0.9849
95;242;486;10;0.9567
95;245;431;12;0.9785
95;246;645;11;0.9502
95;247;440;11;0.994
95;248;976;4;0.9848
96;98;207;6;0.9589
96;100;588;7;0.9743
96;101;883;8;0.9931
96;102;459;9;0.9735
96;105;336;13;0.9851
96;106;803;14;0.9773
96;108;223;4;0.9517
96;109;422;8;0.9525
96;110;132;5;0.9788
96;114;228;12;0.9527
96;115;602;13;0.9701
96;117;919;8;0.9603
96;118;760;5;0.9523
96;119;464;3;0.9502
96;120;400;7;0.9928
96;121;505;14;0.9938
96;123;785;3;0.989
96;124;859;4;0.9874
96;127;908;3;0.9902
96;128;967;3;0.9668
96;129;936;13;0.9565
96;134;849;12;0.9653
96;135;925;3;0.9527
96;137;997;10;0.9752
96;140;354;8;0.9805
96;144;219;5;0.9979
96;154;106;6;0.9615
96;157;685;4;0.98
96;164;352;3;0.9838
96;165;581;13;0.9866
96;166;299;8;0.9679
96;172;474;12;0.9713
96;173;406;11;0.9938
96;174;657;5;0.9917
96;177;499;10;0.9982
96;178;636;14;0.9966
96;180;722;12;0.9733
96;183;335;3;0.9762
96;184;459;12;0.9601
96;188;244;8;0.9803
96;190;120;4;0.9528
96;191;765;4;0.9523
96;193;436;9;0.9576
96;194;133;11;0.99
96;195;774;5;0.9644
96;196;455;10;0.9583
96;198;128;13;0.9644
96;199;743;7;0.9748
96;202;620;15;0.9759
96;207;758;7;0.9503
96;208;799;13;0.9555
96;209;801;10;0.9669
96;210;680;14;0.9833
96;216;573;4;0.9752
96;224;602;3;0.9865
96;226;245;13;0.9668
96;229;624;8;0.9615
96;230;608;9;0.9688
96;231;178;6;0.9666
96;232;823;13;0.9662
96;233;899;6;0.981
96;236;870;3;0.9671
96;237;322;13;0.9958
96;239;650;13;0.9607
96;241;231;6;0.9714
96;242;532;14;0.9722
96;243;181;11;0.9948
96;244;201;7;0.9794
96;248;585;9;0.9741
97;103;780;8;0.9674
97;104;508;5;0.9732
97;107;250;5;0.9525
97;108;221;8;0.9793
97;110;918;8;0.9594
97;111;124;4;0.9855
97;113;620;7;0.9659
97;114;815;13;0.9974
97;118;906;6;0.9907
97;121;454;10;0.9745
97;123;117;4;0.9782
97;127;203;12;0.9887
97;128;917;12;0.9964
97;130;990;11;0.97
97;132;385;6;0.9881
97;136;157;7;0.9858
97;141;481;3;0.9586
97;144;714;6;0.99
97;145;652;9;0.9782
97;146;208;15;0.9936
97;150;694;9;0.9875
97;152;504;7;0.9938
97;154;151;13;0.9864
97;155;290;11;0.9529
97;159;532;12;0.967
97;162;472;8;0.9775
97;163;786;8;0.9848
97;168;863;9;0.9722
97;172;702;15;0.9592
97;175;575;11;0.9889
97;180;807;14;0.9518
97;181;670;12;0.9509
97;184;760;8;0.9722
97;185;999;9;0.9695
97;194;918;3;0.9505
97;201;964;6;0.9957
97;202;555;4;0.9988
97;204;648;3;0.953
97;208;154;6;0.9778
97;209;231;5;0.9785
97;210;693;11;0.9715
97;213;272;6;0.9727
97;214;979;6;0.9854
97;217;749;13;0.9773
97;218;599;6;0.9571
97;219;654;11;0.9699
97;220;511;9;0.9759
97;223;102;15;0.9612
97;225;426;9;0.984
97;226;521;8;0.9554
97;228;741;9;0.9556
97;231;537;12;0.9875
97;232;297;13;0.9672
97;235;151;13;0.9933
97;238;300;4;0.9612
97;242;771;8;0.997
97;244;335;10;0.9561
97;245;429;4;0.9507
98;102;389;11;0.9924
98;108;113;13;0.988
98;112;107;6;0.9709
98;113;443;8;0.9601
98;115;308;4;0.9829
98;117;643;13;0.9526
98;119;453;4;0.9832
98;121;194;10;0.9566
98;123;765;11;0.9762
98;126;533;14;0.9972
98;129;794;15;0.9587
98;132;313;8;0.9877
98;134;855;10;0.9514
98;135;283;11;0.9564
98;137;620;3;0.9515
98;142;372;14;0.9614
98;143;937;9;0.9519
98;144;275;7;0.9806
98;146;282;15;0.9738
98;149;709;7;0.9622
98;150;355;5;0.9506
98;158;554;7;0.9514
98;160;158;11;0.9673
98;167;862;8;0.9823
98;169;579;6;0.9874
98;174;412;8;0.9555
98;175;304;13;0.9975
98;176;226;8;0.9739
98;177;633;3;0.9735
98;178;797;4;0.9756
98;180;235;3;0.9684
98;183;740;5;0.9665
98;189;819;6;0.9582
98;190;332;3;0.9615
98;196;921;7;0.9523
98;197;375;12;0.9504
98;199;715;14;0.973
98;202;609;11;0.9909
98;208;654;12;0.9976
98;210;418;11;0.9755
98;211;771;10;0.9506
98;212;785;4;0.9594
98;213;559;3;0.9692
98;218;354;7;0.9605
98;223;873;3;0.9686
98;224;898;9;0.9987
98;227;825;7;0.9597
98;230;695;3;0.9708
98;232;491;7;0.9612
98;235;158;14;0.9708
98;237;909;7;0.9897
98;238;373;12;0.9653
98;244;272;15;0.9587
98;246;335;13;0.9776
98;249;380;5;0.984
99;102;512;13;0.9646
99;105;837;8;0.9939
99;108;417;6;0.9841
99;109;370;7;0.9533
99;114;401;12;0.9655
99;115;332;10;0.9899
99;117;191;6;0.977
99;118;813;7;0.9806
99;124;998;7;0.9579
99;131;695;4;0.992
99;134;541;5;0.9742
99;135;476;14;0.9787
99;141;869;12;0.9561
99;142;327;12;0.9923
99;143;700;11;0.9526
99;144;313;6;0.9688
99;145;790;11;0.9656
99;147;969;9;0.9536
99;150;788;8;0.9915
99;151;163;8;0.9687
99;153;361;9;0.9834
99;157;618;4;0.9732
99;159;443;4;0.9835
99;160;224;10;0.9563
99;163;310;9;0.997
99;165;788;6;0.9657
99;172;258;13;0.9772
99;173;652;11;0.9908
99;174;765;10;0.9579
99;177;560;4;0.9622
99;179;804;5;0.959
99;183;151;7;0.9645
99;187;544;10;0.9735
99;188;277;13;0.9728
99;189;171;10;0.9629
99;195;831;13;0.9694
99;196;903;13;0.9713
99;197;318;5;0.9649
99;205;138;9;0.9645
99;206;547;3;0.9968
99;208;104;15;0.9576
99;209;743;13;0.9619
99;212;270;11;0.9609
99;220;862;5;0.9883
99;222;294;6;0.9918
99;223;783;15;0.9777
99;224;734;15;0.9959
99;225;340;9;0.9692
99;230;709;5;0.9874
99;232;638;15;0.9557
99;233;863;11;0.9769
99;235;175;6;0.9677
99;237;126;3;0.9903
99;241;756;3;0.975
99;243;460;15;0.9837
99;244;518;4;0.9911
99;246;117;8;0.9964
99;247;196;12;0.968
99;249;368;7;0.9757
100;101;316;11;0.987
100;103;662;5;0.9851
100;105;722;15;0.9639
100;106;800;3;0.9686
100;111;771;8;0.9826
100;113;168;12;0.9662
100;120;951;12;0.9797
100;121;196;3;0.9778
100;124;936;11;0.9825
100;126;387;14;0.9924
100;130;742;14;0.9885
100;131;632;11;0.9545
100;132;425;9;0.9967
100;140;171;8;0.9866
100;143;743;15;0.9711
100;144;321;12;0.9804
100;145;559;15;0.9884
100;147;712;10;0.9555
100;153;307;5;0.9803
100;154;594;3;0.9959
100;156;809;15;0.9771
100;158;619;11;0.991
100;161;204;8;0.9578
100;162;309;9;0.9906
100;163;971;4;0.9693
100;167;572;6;0.9808
100;168;141;4;0.9555
100;169;687;6;0.9788
100;171;463;7;0.9903
100;172;985;7;0.9523
100;180;948;15;0.9574
100;181;665;14;0.9804
100;183;562;3;0.9693
100;185;272;8;0.9866
100;186;315;8;0.9507
100;190;714;13;0.9761
100;191;340;14;0.9902
100;192;940;10;0.9727
100;195;405;3;0.9853
100;197;488;14;0.9586
100;198;515;4;0.9956
100;199;651;13;0.9923
100;204;296;13;0.9706
100;206;670;6;0.9619
100;208;921;15;0.9873
100;210;737;13;0.97
100;218;393;10;0.9728
100;225;568;12;0.9578
100;226;920;4;0.9734
100;227;339;11;0.9765
100;229;895;15;0.9751
100;231;435;12;0.9522
100;232;886;3;0.9698
100;233;671;10;0.9592
100;235;437;11;0.9939
100;236;368;4;0.9979
100;240;840;4;0.9883
100;241;584;11;0.9848
100;245;110;15;0.9752
100;246;355;13;0.9547
101;103;953;6;0.9627
101;105;676;15;0.9697
101;107;978;11;0.9589
101;112;726;8;0.9863
